"","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy","Q1WTP","Q2WTP","Q1WTPLower","Q2WTPLower","Q1WTPUpper","Q2WTPUpper","Q1LV","Q2LV","LVQuantilesQ1","LVQuantilesQ2"
"405",405,405,869,0,0,32.5,35,3,5,90,10,1,2,1,2,6,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,1,2,5,5,5,2,1,1,0,0,0,1,5,2,5,3,6,1,4500,10,20,1,1,44.5765948767298,75.9283260446137,-236.074720810394,-33.6640227168052,5607.14003366417,4920.83430836864,4.6691128237375,4.35854319489482,5,5
"406",406,406,252,1,1,32.5,15.5,1,2,80,10,1,2,1,1,6,NA,0,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,3,3,4,1,0,1,0,0,0,0,2,0,2,3,6,1,1750,8,20,0,0,38.363682415965,69.2178252990307,-2417.67824792604,-68.9391430208187,3306.48890047371,4087.66688962641,2.87423665433543,1.76055325474457,4,3
"407",407,407,274,0,1,21.5,6.5,1,2,100,5,1,1,1,1,0,NA,0,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,0,1,0,1,3,4,3,0,0,1,1,0,0,1,2,2,2,2,4,1,2250,7,10,0,1,39.5100663465324,71.9239369685036,-2365.55647780462,-136.113596588081,2373.34007930497,4115.23986046736,2.94612716870274,1.83223796554788,4,3
"408",408,408,477,0,0,63,6.5,3,1,10,5,0,2,0,2,NA,2,NA,0,0,1,0.5,0.9,1,0,0.1,0.1,0.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,0,0,0,0,2,3,3,3,0,1,0,1,0,0,0,1,1,3,1,1,0,250,8,2,0,0,38.716314178626,67.9307052430999,-2768.88093278003,-112.95405200027,3583.23643002934,4748.7749011876,1.14027430947425,0.8436662132681,2,1
"409",409,409,1443,0,1,47.5,50,2,2,5,5,1,2,1,2,0,NA,0,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,0,1,1,1,4,3,3,0,1,1,1,0,0,0,3,2,3,2,6,0,1250,10,10,0,0,38.1130786106774,67.1158388557249,-4038.53515478046,-310.079769501797,4671.51561437067,4780.99804449877,2.38693075962109,1.86176117372485,4,3
"410",410,410,386,1,1,47.5,35,1,3,100,100,0,2,0,1,NA,10,NA,0,0,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,0,0,1,3,3,3,1,0,1,1,0,0,0,3,1,3,1,6,0,4500,10,50,0,1,39.2524935133613,69.3700325332526,-1484.22370787135,-73.5727626030175,3532.89463356202,4201.54994881582,1.32475802471253,1.07192851998575,2,2
"411",411,411,180,1,1,32.5,50,1,2,5,80,0,1,0,2,NA,7,NA,0,0,0,0.5,0.4,5,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,0,0,3,2,4,0,0,0,1,0,0,2,2,0,2,3,6,2,2250,6,40,0,1,41.6931315743973,71.5533532462346,-2158.40165486002,-46.9859843927205,4704.77599186002,4782.99639135231,0.751097425894854,0.847969291007284,1,2
"412",412,412,294,1,1,32.5,35,2,4,100,60,1,2,1,2,2,NA,1,NA,0,0,0.5,0.4,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,1,1,3,4,5,1,0,0,1,0,0,1,3,2,4,3,6,1,1750,10,120,1,0,46.2235524478825,79.3364037998579,-1848.04023025386,-35.9120424918653,2210.89149943714,3893.02024097505,3.4310463409293,2.80411876722663,5,4
"413",413,413,363,0,1,32.5,50,2,5,80,40,1,1,1,1,10,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,1,4,4,4,1,0,0,1,0,0,0,5,1,4,3,6,0,4500,8,80,1,1,44.7308354510767,77.4618722508188,-1477.08958423812,-49.1279026533166,2714.52192646185,4427.34124251658,2.98266354850379,2.50689127669954,4,4
"414",414,414,289,1,1,47.5,35,0,5,5,20,0,2,0,2,NA,0,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,1,1,3,1,1,0,0,0,0,0,4,0,1,1,1,0,250,10,10,0,0,41.5221736457347,72.6764622718776,-1559.11749924172,-112.922353411177,3584.74171549126,4735.44934943124,-0.390552182223281,-0.442238853070026,1,1
"415",415,415,143,0,0,21.5,6.5,3,5,80,60,1,2,1,2,2,NA,1,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,0,1,0,2,5,4,5,2,1,1,1,1,0,1,4,2,5,3,6,1,2250,10,120,1,1,50.0574747675252,83.5033053347078,-3252.48055815322,-67.2890179339173,2559.6760546784,4458.65569232963,4.09483601783953,3.76124383515788,5,5
"416",416,416,177,0,0,47.5,50,1,5,60,80,1,2,1,0,4,NA,0,NA,1,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,0,5,5,5,0,1,1,1,1,0,0,5,0,3,4,5,1,1750,5,160,0,0,42.4903352349498,74.8968600059789,-3080.88639767955,-68.6020682437474,4768.5666065155,4766.41091976516,3.59766012382387,3.3530517368299,5,5
"417",417,417,538,0,1,63,15.5,1,1,100,5,0,1,1,2,0,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,2,4,3,4,1,1,1,1,1,0,0,3,2,5,2,2,0,1750,8,10,1,0,42.6857214630653,76.5545443731672,-1881.9198343528,-77.1836985818591,5072.46632401481,4784.5300793278,2.24871939353058,2.48948149146026,3,4
"418",418,418,405,1,0,21.5,35,1,3,90,40,1,2,1,1,10,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,1,1,1,3,5,4,1,1,1,0,0,0,1,4,2,4,3,4,1,1750,9,80,1,0,44.6534594192186,78.1431005287492,-3701.37168211529,-239.23617202618,2325.20993963162,4337.75668764775,3.47739457794662,2.76619987029943,5,4
"419",419,419,1265,0,0,32.5,50,0,2,60,80,0,1,0,1,NA,7,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,0,0,0,1,1,1,2,0,0,0,0,0,1,0,4,1,3,3,1,0,250,8,40,0,0,40.3422065999296,69.9984865361796,-739.816582850638,-23.4393364044753,5578.42334933446,5367.38636064828,-0.173212486042936,-0.250808492855143,1,1
"420",420,420,649,1,1,32.5,15.5,1,2,10,5,1,1,0,0,NA,2,NA,1,0,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,1,1,1,2,3,4,2,1,0,0,1,0,0,1,4,0,4,3,4,1,4500,9,2,1,1,40.4298508401087,70.9531908184338,-2222.56516913278,-22.3254439593496,2203.00107782,4254.17740899182,2.29383566040951,0.644923316425745,3,1
"421",421,421,891,0,1,63,50,0,3,100,90,1,1,1,1,5,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,3,0.05,0.1,5,0,1,0,0,1,4,4,5,2,1,1,1,0,0,1,3,2,4,2,4,0,1750,8,180,0,0,49.426643082954,82.2664379940649,-2822.91527473588,-51.5937145176792,5404.61727081202,5408.48659762631,3.67531614604313,3.26189525395418,5,5
"422",422,422,526,1,0,47.5,35,3,4,5,20,1,2,1,2,8,NA,1,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,0,0,0,2,4,4,4,2,1,1,0,0,0,1,4,2,4,3,6,1,4500,9,40,1,1,48.8149898247102,79.9683501643523,-2247.49261910847,-31.3340673826633,4202.61003417276,4566.52114882084,3.08167074543648,2.77725854034155,4,4
"423",423,423,390,1,1,47.5,35,3,3,100,100,0,2,0,2,NA,10,NA,0,0,1,0.5,0.9,1,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,0,0,0,2,2,3,4,1,1,1,1,1,0,0,3,1,4,3,2,0,1750,10,50,0,0,41.6362931735122,71.803538986456,-398.821839442363,-83.5796626610009,4649.78970083707,4623.29513778193,1.51438529073999,1.25488889193637,2,2
"424",424,424,778,1,1,47.5,15.5,2,2,80,40,1,2,1,2,10,NA,1,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,0,1,0,2,5,5,5,2,1,0,0,0,0,1,4,2,5,4,6,1,2250,10,80,1,1,48.470029844944,79.790794400596,-314.789715618299,-51.7997659649662,3822.31690135684,4424.34434145106,4.66856384937459,4.3648390483569,5,5
"425",425,425,179,1,1,32.5,15.5,1,3,5,20,1,2,1,1,8,NA,1,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,0,1,1,3,3,4,1,0,1,0,0,0,1,2,2,4,3,6,1,2250,10,40,1,1,41.1746151120205,71.6603375351224,-3667.15943786893,-123.789832856389,3574.28830878134,4541.33761897579,2.46293923068537,2.18581031023617,4,3
"426",426,426,1433,1,0,32.5,50,1,3,10,90,1,1,1,1,5,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,1,4,3,4,1,1,1,0,0,0,0,2,2,3,2,6,0,2750,7,180,0,1,40.885021752065,71.2918089187746,-2187.83220543663,-26.9843830889978,4511.21339464684,4594.51495298309,2.4604679046663,2.55685315936188,4,4
"427",427,427,865,0,1,32.5,35,2,2,90,90,0,2,0,2,NA,8,NA,1,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,0,1,2,0,1,3,2,0,250,9,45,1,0,43.2367487144431,75.3271514479186,-2512.42194529426,-13.9244248921073,3951.70465716498,4951.81387972689,0.371664829638765,0.349727161922791,1,1
"428",428,428,442,0,1,32.5,15.5,2,4,40,60,1,2,1,2,2,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,3,4,4,2,1,0,1,0,0,1,4,2,3,4,6,1,3500,7,120,1,1,42.0580782907443,72.426482513826,-4479.13286138894,-182.504567820504,2089.35134907052,4168.86874639498,2.77624666506452,2.51416912078024,4,4
"429",429,429,366,1,1,21.5,15.5,1,3,100,5,1,2,1,2,0,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,0,1,5,3,3,2,1,0,1,0,0,1,3,0,3,2,6,1,2250,6,10,1,1,39.6676975251974,70.7447755963744,-2406.25249163361,-42.4285387883762,4976.26600813854,4782.75912896359,3.03710723300648,2.17592276564118,4,3
"430",430,430,261,0,1,63,50,1,3,5,5,1,0,1,1,0,NA,0,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,1,4,4,4,1,1,0,1,0,0,1,3,1,4,1,6,0,1250,10,10,0,0,41.1078793564646,75.8280156206456,-1965.86282470833,-115.502674225976,3258.00365555837,3876.80499781072,2.89835115709156,2.62105512683709,4,4
"431",431,431,424,1,0,32.5,6.5,1,3,90,10,1,2,1,2,6,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,0,0.05,0.9,2.5,3,0.05,0.1,5,1,1,1,1,2,5,5,4,1,1,1,1,0,0,1,3,2,4,4,6,1,2750,8,20,1,1,42.9858951597185,75.4618055402911,-3820.70910982656,-266.447921702022,4406.0547164218,4326.80161980466,3.83290440289202,3.34947451638452,5,5
"432",432,432,615,1,0,47.5,6.5,3,3,60,20,0,2,1,1,8,NA,0,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,0,1,1,2,3,0,1,0,1,0,0,0,3,1,3,2,1,0,750,8,40,0,0,38.557134368302,66.8979578871823,-4071.30514156412,-36.1480916209773,5268.90798662367,5036.78279763525,0.327730151043367,1.96041797009822,1,3
"433",433,433,171,0,1,21.5,6.5,2,3,20,60,1,1,1,1,2,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,1,0,1,5,5,5,1,0,0,1,1,0,1,3,2,3,2,4,1,2750,8,120,1,1,44.1726793090007,77.5490832242997,-1040.61917985432,-33.6226697813053,4395.8732971778,4506.05345525012,3.80390211949219,3.60711386170545,5,5
"434",434,434,318,0,0,32.5,50,1,4,40,90,1,2,1,2,5,NA,0,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,0,2,4,4,4,2,1,0,0,0,0,0,4,2,5,2,6,0,250,9,180,0,0,47.8525022680633,79.2986545711058,-929.57984187349,-89.8186373140192,3141.18982093628,4378.46786784682,3.20459853701241,2.97154763532206,5,5
"435",435,435,466,1,1,47.5,50,2,3,10,100,1,2,1,2,7,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,0,2,3,4,4,0,0,0,1,0,0,0,2,1,3,4,6,0,3500,8,200,1,1,42.7066776756466,72.6298101907611,-2974.05452687778,-72.7384389730349,3161.22185733938,4376.11704207725,2.31594434079067,2.52202775663296,4,4
"436",436,436,343,0,0,47.5,15.5,3,3,10,90,1,2,0,1,NA,8,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,0,1,1,4,3,4,1,0,1,1,1,0,1,2,2,4,2,4,0,1250,9,45,1,0,46.1082737531394,77.4613970858163,-2531.71024713435,-184.37332089208,6012.98720607501,5507.08719532803,2.92575042655881,1.80317438941172,4,3
"437",437,437,203,1,0,32.5,15.5,1,3,80,80,1,1,1,1,4,NA,1,NA,1,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,1,0,1,3,5,4,2,0,1,0,0,0,1,4,2,3,3,4,1,1750,10,160,1,0,40.4553518617946,71.7142599010476,-2932.06898540647,-32.7502138328172,4554.11675588842,4391.61195283902,3.42189227336048,2.92234494678701,5,5
"438",438,438,583,0,1,32.5,15.5,1,3,90,40,1,2,1,2,10,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,0,0,0,2,4,3,4,1,1,1,0,0,0,1,2,2,3,2,6,1,2750,7,80,1,1,38.1549246603376,66.7480939367812,-2161.95180023284,-81.5266373498615,3964.86005092684,4715.36493161119,3.05211276524852,2.33174282041908,4,4
"439",439,439,712,1,1,63,6.5,0,1,5,80,0,2,0,2,NA,7,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,0,0,0,2,3,3,3,0,1,0,0,0,0,0,1,2,3,3,2,1,250,10,40,0,0,35.9639438734705,62.0343223284475,-2556.57417696031,-50.7494965836115,5124.60577932386,5522.70110852606,1.09643404871003,1.03514356752917,1,2
"440",440,440,515,0,0,32.5,50,1,3,60,60,1,1,1,2,2,NA,1,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,1,0,2,4,5,5,1,1,1,1,1,0,0,4,2,4,1,1,0,2750,10,120,1,1,45.8562196741251,78.8702041762717,-2006.17844115722,-36.4596113224452,4111.17980975528,4284.85787618438,3.56680109999361,3.33677867917436,5,5
"441",441,441,1557,0,1,47.5,35,1,3,100,5,0,1,1,1,0,NA,0,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,1,1,3,4,4,1,1,0,1,0,0,0,2,1,4,3,5,0,1250,8,10,0,0,42.77477923277,75.5965281560984,-3271.04189165166,-103.064738024584,3946.40879334384,4542.36492805187,1.99947706980933,2.24681256807442,3,3
"442",442,442,331,1,1,63,50,1,3,20,10,0,1,1,2,6,NA,0,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,1,4,4,4,0,1,1,1,0,0,0,3,0,4,1,1,0,1750,10,20,0,0,39.6192777912578,71.9368149370944,-3064.69391797475,-54.6125702382519,5659.7299464488,5461.50801031178,1.50330232473422,2.40032385298741,2,4
"443",443,443,321,1,0,21.5,15.5,2,4,80,5,0,2,1,2,0,NA,1,NA,1,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,1,1,1,4,3,3,1,1,0,0,0,0,0,3,1,3,1,3,0,1750,6,10,1,0,37.8798920249405,70.0582807561472,-2507.6656284238,-130.563378854,2919.08927262442,4346.3664769735,1.6623370365166,1.93628211845192,3,3
"444",444,444,376,1,0,47.5,1,3,4,90,100,0,2,0,2,NA,10,NA,0,1,1,0.5,0.9,1,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,5,2,1,1,1,1,0,0,4,2,5,1,6,0,1250,10,50,0,0,47.4666944851067,80.2782466992148,-3336.84551991592,-51.0493061004781,3083.4015027842,4143.29717628371,2.81306267543191,2.34479141112628,4,4
"445",445,445,1035,0,0,47.5,6.5,1,4,100,100,1,1,1,2,7,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,0,0.05,0.9,2.5,3,0.05,0.1,5,0,0,0,0,1,4,4,5,1,0,0,1,0,0,1,4,2,5,2,5,1,4500,10,200,1,1,46.2944438009095,80.7268420113562,-970.834568138766,-47.7961183763852,5133.25925647564,4735.87860212795,3.76168971158032,3.46892878304519,5,5
"446",446,446,376,1,0,47.5,50,1,2,10,80,1,0,0,1,NA,7,NA,1,0,2,0.05,0.1,5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,0,1,0,0,2,3,4,1,1,0,0,0,0,0,2,1,2,2,6,1,2750,5,40,1,1,41.0965912308108,70.9392148965381,-4338.60901106525,-442.283105585222,4120.76678126137,4663.06425422344,2.16198382125949,0.880621022382789,3,2
"447",447,447,1765,0,1,47.5,50,1,5,5,10,1,2,1,2,6,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,1,1,0,0,0,0,0,5,2,5,1,1,1,250,10,20,1,0,44.3168966477934,78.1531848497085,-2503.61712725885,-141.945581823696,2611.5498327807,4662.37013927432,4.24516201560591,4.00613729125979,5,5
"448",448,448,634,0,1,47.5,50,1,3,90,5,0,1,1,2,0,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,1,1,1,5,5,5,1,1,1,1,1,0,1,3,2,4,3,6,1,2750,8,10,1,1,41.9567250821056,74.6547209132683,-237.466255407715,-46.3267122180156,5703.92291207493,4883.87958200983,2.19158370232535,3.89972579866103,3,5
"449",449,449,290,0,1,47.5,50,2,2,100,5,0,2,1,2,0,NA,1,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,4,2,5,2,6,1,2750,10,10,1,1,46.3449564600306,79.2719600470117,-242.373661708096,-16.8827597940663,4195.43764679562,4738.30841752843,2.34110527919211,3.9922045847685,4,5
"450",450,450,889,0,1,47.5,50,1,2,60,80,0,1,0,1,NA,7,NA,1,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,1,1,1,4,5,5,1,1,1,1,1,0,0,2,2,4,3,2,0,1750,10,40,1,0,42.6369588306729,74.0128061771813,-4356.1493488299,-516.653768920155,2452.43464355709,4363.80531706987,2.05825077370379,1.67582226736476,3,3
"451",451,451,617,1,0,47.5,6.5,0,2,80,20,1,1,1,2,8,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,1,1,0,1,3,4,4,0,1,0,1,0,0,0,2,1,3,1,4,1,250,7,40,1,0,40.172691101471,71.0294320336311,-2194.40334834852,-46.8818280498131,2372.65875822188,4338.4519667024,3.24653871661863,2.3114351531669,5,4
"452",452,452,261,0,0,21.5,35,1,3,100,60,0,2,0,1,NA,5,NA,0,1,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,5,3,4,1,0,0,1,0,0,1,3,2,3,4,0,0,250,5,30,0,0,42.5124938012327,75.9074316353691,-334.838784164622,-64.7500685414061,4127.11269234759,4458.64023437826,2.25796648271053,1.46764684004399,3,3
"453",453,453,243,1,0,32.5,50,1,3,100,60,1,2,1,2,2,NA,1,NA,1,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,0,1,1,1,1,0,0,4,2,5,3,6,0,3500,10,120,1,1,46.7231791611235,79.0199581946419,-1818.0613198237,-46.6789204071466,4971.65740100189,4712.61289909009,4.13161945663641,3.86317674373253,5,5
"454",454,454,335,1,1,63,50,1,2,60,100,0,0,0,0,NA,10,NA,0,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,1,4,4,5,1,1,0,1,0,0,1,3,1,4,2,6,1,750,8,50,0,0,52.5950412726135,87.4408396498385,-1374.74308720924,-86.0457020395624,4767.71882936335,4551.64346712452,2.01812327555648,1.83775892610037,3,3
"455",455,455,223,0,0,47.5,50,0,3,60,100,1,1,1,1,7,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,0,0,0,0,1,3,3,3,0,0,0,1,0,0,0,2,2,3,1,6,0,1250,5,200,0,0,42.2774716264905,71.2629627644336,-3256.61053599539,-91.6990286505902,2797.02567481971,4572.86206330698,2.89690004608994,2.63611822256915,4,4
"456",456,456,293,0,1,32.5,1,3,2,5,100,1,1,0,1,NA,10,NA,1,1,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,1,0,1,3,3,4,1,1,1,0,0,0,0,2,2,4,2,6,1,1250,8,50,1,0,42.5030069281051,75.6917849797127,-2313.08800467227,-102.19912924155,3429.8357479636,4323.29949323251,2.52872243957967,1.50445538083178,4,3
"457",457,457,160,0,0,21.5,6.5,0,2,60,90,0,2,0,2,NA,8,NA,0,0,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,0,1,3,4,5,1,0,1,0,0,0,1,3,1,3,2,3,0,250,6,45,0,0,46.8456629222891,79.063789985377,-4483.95076556707,-52.7753968607219,3009.24951431359,4526.35925145658,1.99861075949651,1.68475834964694,3,3
"458",458,458,1637,1,0,47.5,15.5,1,5,40,20,1,2,1,2,8,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,5,2,1,1,1,1,0,1,5,2,5,4,6,0,5000,10,40,1,1,46.088655628571,78.6263688285115,-2064.63376319279,-23.8672865962707,2146.00314868253,4681.56395161879,4.66006887836249,4.36088454407471,5,5
"459",459,459,425,1,0,32.5,1,2,2,10,90,0,2,0,2,NA,8,NA,0,0,1,0.5,0.9,1,3,0.05,0.1,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,0,0,1,1,4,5,1,1,1,1,1,0,0,1,2,3,2,1,0,1750,6,45,0,0,42.9326227578705,73.9336625768333,-3312.92242134074,-18.727804357672,4996.28896773507,4412.03664919077,1.44360401525791,1.48993376016354,2,3
"460",460,460,1077,1,0,47.5,50,1,2,60,80,1,2,1,2,4,NA,1,NA,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,4,2,4,3,6,0,2250,10,160,1,1,45.4495373457732,77.5215225779737,-2602.71743822595,-8.69993693544672,1736.79405514877,4310.19482469226,3.95120313238593,3.72573631820248,5,5
"461",461,461,502,1,1,47.5,35,1,1,10,80,1,1,0,0,NA,7,NA,1,0,3,0.1,0.1,2.5,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,0,2,3,2,3,1,1,0,1,1,0,0,2,2,4,4,5,1,5000,10,40,1,1,38.9504071997513,68.807270757301,-1756.49774895018,-47.0274740117535,3152.17645783516,4621.43337746769,2.17646201639668,0.974891642519092,3,2
"462",462,462,495,1,1,47.5,15.5,2,3,40,80,1,2,1,2,4,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,1,0,1,5,5,5,2,1,1,1,0,0,1,4,0,5,3,5,1,1750,10,160,1,0,42.2674234884936,74.1463112805648,-1132.81586025072,-43.3118001501728,4749.99165829976,4917.53668672786,4.65239883542316,4.35637501596963,5,5
"463",463,463,368,1,1,47.5,35,3,3,10,90,1,2,0,0,NA,8,NA,1,1,0,0.5,0.4,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,3,0.05,0.1,5,1,1,1,1,1,4,5,4,1,1,0,1,0,0,1,4,2,4,1,6,1,1750,8,45,1,0,47.6848636027212,81.0065421439377,-1744.38241584188,-108.369058674672,4092.73529402235,4359.67233634936,3.32215511836525,1.80068293922737,5,3
"464",464,464,217,0,1,21.5,15.5,2,2,20,10,1,2,1,2,6,NA,1,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,0,1,1,2,4,3,5,2,1,0,1,0,0,1,3,2,5,4,6,0,1250,10,20,1,0,44.0929972767046,75.8613609744983,-1044.5519260634,-40.8224465636004,2757.76836555267,5002.18045826311,3.31623806901256,3.00215068555176,5,5
